location_id,AddressNumber,StreetNamePreDirectional,StreetNamePreType,StreetName,StreetNamePostType,StreetNamePostDirectional,county,address_1,address_2,city,state,zip,state_abbr,location_source_value,latitude,longitude,geometry,Nominatim_address,Primary RUCA Code 2010,rural,tribal,rural_tribal
33702,450,,,St Emmanuel,Street,,Mobile County,450 St Emmanuel St,,Mobile,Alabama,36603,AL,"450 ST EMMANUEL ST, MOBILE, AL 36603",30.68080894054123,-88.04173991048253,POINT (-88.04173991048253 30.68080894054123),"450,  St Emmanuel Street , Mobile, Mobile County, Alabama, 36603, United States",1.0,0,0,0
43138,3900,,,Pleasant Valley,Road,,Mobile County,3900 Pleasant Valley Rd,,Mobile,Alabama,36609,AL,"3900 PLEASANT VALLEY RD, MOBILE, AL 36609",30.66278990384029,-88.146510329644,POINT (-88.146510329644 30.66278990384029),"3900,  Pleasant Valley Road , Mobile, Mobile County, Alabama, 36609, United States",1.0,0,0,0
37054,1800,,,Decatur,Highway,,Jefferson County,1800 Decatur Hwy,,Gardendale,Alabama,35071,AL,"1800 DECATUR HWY, GARDENDALE, AL 35071",33.66722932021574,-86.81679840098558,POINT (-86.81679840098558 33.66722932021574),"1800,  Decatur Highway , Gardendale, Jefferson County, Alabama, 35071, United States",1.0,0,0,0
43315,27605,,State Hwy,75,,,Blount County,27605 State Hwy 75,,Oneonta,Alabama,35121,AL,"27605 STATE HWY 75, ONEONTA, AL 35121",33.933427613231245,-86.4978100284467,POINT (-86.49781002844669 33.93342761323125),"27605, State Hwy 75  , Oneonta, Blount County, Alabama, 35121, United States",7.0,1,0,0
26017,619,South,,Nineteenth,Street,,Jefferson County,619 South Nineteenth Street,,Birmingham,Alabama,35233,AL,"619 SOUTH NINETEENTH STREET, BIRMINGHAM, AL 35233",33.5056032900001,-86.8020354,POINT (-86.80203539999999 33.5056032900001),"619,South  Nineteenth Street , Birmingham, Jefferson County, Alabama, 35233, United States",1.0,0,0,0
25974,801,,,Goodyear,Avenue,,Etowah County,801 Goodyear Avenue,,Gadsden,Alabama,35903,AL,"801 GOODYEAR AVENUE, GADSDEN, AL 35903",34.00674122,-85.96848844,POINT (-85.96848844 34.00674122),"801,  Goodyear Avenue , Gadsden, Etowah County, Alabama, 35903, United States",1.0,0,0,0
37128,2828,,,6th,Street,,Tuscaloosa County,2828 6Th St,,Tuscaloosa,Alabama,35401,AL,"2828 6TH ST, TUSCALOOSA, AL 35401",33.20757653999225,-87.57406009432681,POINT (-87.57406009432681 33.20757653999225),"2828,  6th Street , Tuscaloosa, Tuscaloosa County, Alabama, 35401, United States",1.0,0,0,0
16406,3060,,,Wilson,Road,Southwest,Jefferson County,3060 Wilson Rd Sw,,Birmingham,Alabama,35221,AL,"3060 WILSON RD SW, BIRMINGHAM, AL 35221",33.45167348900002,-86.89023355999994,POINT (-86.89023355999994 33.45167348900002),"3060,  Wilson Road Southwest, Birmingham, Jefferson County, Alabama, 35221, United States",1.0,0,0,0
35234,28779,,,Nick Davis,Road,,Limestone County,28779 Nick Davis Rd,,Harvest,Alabama,35749,AL,"28779 NICK DAVIS RD, HARVEST, AL 35749",34.81254392250252,-86.80413307877106,POINT (-86.80413307877106 34.81254392250252),"28779,  Nick Davis Road , Harvest, Limestone County, Alabama, 35749, United States",1.0,0,0,0
25989,8375,,Highway,72,,West,Madison County,8375 Highway 72 West,,Madison,Alabama,35758,AL,"8375 HIGHWAY 72 WEST, MADISON, AL 35758",34.7470600400001,-86.7645278799999,POINT (-86.7645278799999 34.7470600400001),"8375, Highway 72  West, Madison, Madison County, Alabama, 35758, United States",1.0,0,0,0
37099,4400,,,Bell,Road,,Montgomery County,4400 Bell Rd,,Montgomery,Alabama,36116,AL,"4400 BELL RD, MONTGOMERY, AL 36116",32.32181298207876,-86.19938184337988,POINT (-86.19938184337988 32.32181298207876),"4400,  Bell Road , Montgomery, Montgomery County, Alabama, 36116, United States",1.0,0,0,0
41476,3050,,,Hylton,Road,,Washington County,3050 Hylton Rd,,Springdale,Arkansas,72764,AR,"3050 HYLTON RD, SPRINGDALE, AR 72764",36.15686861266429,-94.08733252068444,POINT (-94.08733252068444 36.15686861266429),"3050,  Hylton Road , Springdale, Washington County, Arkansas, 72764, United States",1.0,0,0,0
18092,2215,East,,Harding,,,Jefferson County,2215 East Harding,STE 8 & 9,Pine Bluff,Arkansas,71601,AR,"2215 EAST HARDING STE 8 & 9, PINE BLUFF, AR 71601",34.21418900000003,-91.97976699999997,POINT (-91.97976699999997 34.21418900000003),"2215,East  Harding  , Pine Bluff, Jefferson County, Arkansas, 71601, United States",1.0,0,0,0
41686,1701,South,,Main,Street,,Hempstead County,1701 S Main St,,Hope,Arkansas,71801,AR,"1701 S MAIN ST, HOPE, AR 71801",33.65229243506401,-93.5857085714364,POINT (-93.5857085714364 33.65229243506401),"1701,South  Main Street , Hope, Hempstead County, Arkansas, 71801, United States",7.0,1,0,0
37270,228,,,Spring,Street,,Garland County,228 Spring St,,Hot Springs,Arkansas,71901,AR,"228 SPRING ST, HOT SPRINGS, AR 71901",34.51041473035535,-93.05190831528589,POINT (-93.05190831528589 34.51041473035535),"228,  Spring Street , Hot Springs, Garland County, Arkansas, 71901, United States",1.0,0,0,0
40984,3901,,,Virginia,Avenue,,Pulaski County,3901 Virginia Ave,,North Little Rock,Arkansas,72117,AR,"3901 VIRGINIA AVE, NORTH LITTLE ROCK, AR 72117",34.79134231608288,-92.29183383688992,POINT (-92.29183383688992 34.79134231608288),"3901,  Virginia Avenue , North Little Rock, Pulaski County, Arkansas, 72117, United States",1.0,0,0,0
26154,3050,,,Twin Rivers,Drive,,Clark County,3050 Twin Rivers Drive,,Arkadelphia,Arkansas,71923,AR,"3050 TWIN RIVERS DRIVE, ARKADELPHIA, AR 71923",34.12291357,-93.0888241599999,POINT (-93.0888241599999 34.12291357),"3050,  Twin Rivers Drive , Arkadelphia, Clark County, Arkansas, 71923, United States",4.0,1,0,0
32305,1513,North,,Hervey,Street,,Hempstead County,1513 N Hervey St,,Hope,Arkansas,71801,AR,"1513 N Hervey St, Hope, AR 71801",33.68012999966718,-93.60469399963895,POINT (-93.60469399963895 33.68012999966718),"1513,North  Hervey Street , Hope, Hempstead County, Arkansas, 71801, United States",7.0,1,0,0
37300,1001,North,,Tyler,Street,,Pulaski County,1001 N Tyler St,,Little Rock,Arkansas,72205,AR,"1001 N TYLER ST, LITTLE ROCK, AR 72205",34.75981469986564,-92.332959816423,POINT (-92.332959816423 34.75981469986564),"1001,North  Tyler Street , Little Rock, Pulaski County, Arkansas, 72205, United States",1.0,0,0,0
37312,4201,,,Windsor,Drive,,Sebastian County,4201 Windsor Dr,,Fort Smith,Arkansas,72904,AR,"4201 WINDSOR DR, FORT SMITH, AR 72904",35.40078301325775,-94.3844090134382,POINT (-94.3844090134382 35.40078301325775),"4201,  Windsor Drive , Fort Smith, Sebastian County, Arkansas, 72904, United States",1.0,0,0,0
17700,200,East,,Washington,Avenue,,Pulaski County,200 E Washington Ave,,North Little Rock,Arkansas,72114,AR,"200 E WASHINGTON AVE, NORTH LITTLE ROCK, AR 72114",34.75384332500005,-92.26642869499992,POINT (-92.26642869499992 34.75384332500005),"200,East  Washington Avenue , North Little Rock, Pulaski County, Arkansas, 72114, United States",1.0,0,0,0
37296,900,,,Mission,Road,,Pulaski County,900 Mission Rd,,North Little Rock,Arkansas,72118,AR,"900 MISSION RD, NORTH LITTLE ROCK, AR 72118",34.82237477863945,-92.25656994310071,POINT (-92.25656994310071 34.82237477863945),"900,  Mission Road , North Little Rock, Pulaski County, Arkansas, 72118, United States",1.0,0,0,0
13689,17840,South,Avenue,4e,,,Yuma County,17840 S Ave 4E,,Yuma,Arizona,85365,AZ,"17840 S AVE 4E, YUMA, AZ 85365",32.56911999983388,-114.56325900001872,POINT (-114.5632590000187 32.56911999983388),"17840,South Avenue 4e  , Yuma, Yuma County, Arizona, 85365, United States",2.0,0,0,0
13102,2150,South,,Camino Del Sol,,,Pima County,2150 S Camino Del Sol,,Green Valley,Arizona,85622,AZ,"2150 S CAMINO DEL SOL, GREEN VALLEY, AZ 85622",31.83820699969049,-111.01612799999208,POINT (-111.0161279999921 31.83820699969049),"2150,South  Camino Del Sol  , Green Valley, Pima County, Arizona, 85622, United States",2.0,0,0,0
17271,3955,North,,Flowing Wells,Road,,Pima County,3955 N Flowing Wells Rd,,Tucson,Arizona,85705,AZ,"3955 N FLOWING WELLS RD, TUCSON, AZ 85705",32.27825238100007,-110.99611155899996,POINT (-110.996111559 32.27825238100007),"3955,North  Flowing Wells Road , Tucson, Pima County, Arizona, 85705, United States",1.0,0,0,0
7690,5145,East,,Ramada,Drive,,Yavapai County,5145 E Ramada Dr,,Prescott,Arizona,86301,AZ,"5145 E RAMADA DR, PRESCOTT, AZ 86301",34.56431799971441,-112.37540900030676,POINT (-112.3754090003068 34.56431799971441),"5145,East  Ramada Drive , Prescott, Yavapai County, Arizona, 86301, United States",1.0,0,0,0
40978,111,North,,Well,Road,,Pima County,111 N Well Rd,,Ajo,Arizona,85321,AZ,"111 N WELL RD, AJO, AZ 85321",32.37377843513444,-112.85958181690803,POINT (-112.859581816908 32.37377843513444),"111,North  Well Road , Ajo, Pima County, Arizona, 85321, United States",,1,0,0
9511,2319,South,,Sunset,Drive,,Yavapai County,2319 S Sunset Dr,,Camp Verde,Arizona,86322,AZ,"2319 S SUNSET DR, CAMP VERDE, AZ 86322",34.535668000232505,-111.84813000018086,POINT (-111.8481300001809 34.5356680002325),"2319,South  Sunset Drive , Camp Verde, Yavapai County, Arizona, 86322, United States",8.0,1,0,0
26046,3755,South,,Rome,Street,,Maricopa County,3755 South Rome Street,,Gilbert,Arizona,85297,AZ,"3755 SOUTH ROME STREET, GILBERT, AZ 85297",33.2821941,-111.750194,POINT (-111.750194 33.2821941),"3755,South  Rome Street , Gilbert, Maricopa County, Arizona, 85297, United States",1.0,0,0,0
5313,3335,East,,Chickadee,Road,,Maricopa County,3335 E Chickadee Rd,,Gilbert,Arizona,85297,AZ,"3335 E CHICKADEE RD, GILBERT, AZ 85297",33.27634500017015,-111.71771099990929,POINT (-111.7177109999093 33.27634500017015),"3335,East  Chickadee Road , Gilbert, Maricopa County, Arizona, 85297, United States",1.0,0,0,0
13595,1527,,,Bainbridge,Lane,,Yavapai County,1527 Bainbridge Ln,,Chino Valley,Arizona,86323,AZ,"1527 BAINBRIDGE LN, CHINO VALLEY, AZ 86323",34.75193900033642,-112.4371420000809,POINT (-112.4371420000809 34.75193900033642),"1527,  Bainbridge Lane , Chino Valley, Yavapai County, Arizona, 86323, United States",2.0,0,0,0
5474,3700,East,,16th,Avenue,,Pinal County,3700 E 16Th Ave,,Apache Junction,Arizona,85119,AZ,"3700 E 16TH AVE, APACHE JUNCTION, AZ 85119",33.40071100019565,-111.51182100044312,POINT (-111.5118210004431 33.40071100019565),"3700,East  16th Avenue , Apache Junction, Pinal County, Arizona, 85119, United States",1.0,0,0,0
13318,9009,South,,18th,Street,,Maricopa County,9009 S 18Th St,,Phoenix,Arizona,85042,AZ,"9009 S 18TH ST, PHOENIX, AZ 85042",33.36471099991,-112.0444559997364,POINT (-112.0444559997364 33.36471099991),"9009,South  18th Street , Phoenix, Maricopa County, Arizona, 85042, United States",1.0,0,0,0
37533,6504,,,S,Street,,Los Angeles County,6504 S St,,Lakewood,California,90713,CA,"6504 S ST, LAKEWOOD, CA 90713",33.857401059240715,-118.10637389561644,POINT (-118.1063738956164 33.85740105924071),"6504,  S Street , Lakewood, Los Angeles County, California, 90713, United States",1.0,0,0,0
32068,850,West,,Cesar E Chavez,Avenue,,Los Angeles County,850 W Cesar E Chavez Ave,,Los Angeles,California,90012,CA,"850 W CESAR E CHAVEZ AVE, LOS ANGELES, CA 90012",34.062171000252874,-118.24594600009948,POINT (-118.2459460000995 34.06217100025287),"850,West  Cesar E Chavez Avenue , Los Angeles, Los Angeles County, California, 90012, United States",1.0,0,0,0
38003,17100,,,Ventura,Boulevard,,Los Angeles County,17100 Ventura Blvd,,Encino,California,91316,CA,"17100 VENTURA BLVD, ENCINO, CA 91316",34.162513735945915,-118.50266551432247,POINT (-118.5026655143225 34.16251373594591),"17100,  Ventura Boulevard , Encino, Los Angeles County, California, 91316, United States",1.0,0,0,0
38024,1030,East,,California,Boulevard,,Los Angeles County,1030 E California Blvd,,Pasadena,California,91106,CA,"1030 E CALIFORNIA BLVD, PASADENA, CA 91106",34.13539105204194,-118.12906548701702,POINT (-118.129065487017 34.13539105204194),"1030,East  California Boulevard , Pasadena, Los Angeles County, California, 91106, United States",1.0,0,0,0
36181,45260,,,Bear Creek,Road,,Tulare County,45260 Bear Creek Rd,,Springville,California,93265,CA,"45260 BEAR CREEK RD, SPRINGVILLE, CA 93265",36.20791411552843,-118.7139280014208,POINT (-118.7139280014208 36.20791411552843),"45260,  Bear Creek Road , Springville, Tulare County, California, 93265, United States",10.0,1,0,0
31159,180,South,,Lake,Avenue,,Los Angeles County,180 S Lake Ave,,Pasadena,California,91101,CA,"180 S Lake Ave, Pasadena, CA 91101",34.14275700031781,-118.13184699992,POINT (-118.13184699992 34.14275700031781),"180,South  Lake Avenue , Pasadena, Los Angeles County, California, 91101, United States",1.0,0,0,0
16778,500,,,Court,Street,,Contra Costa County,500 Court St,,Martinez,California,94553,CA,"500 COURT ST, MARTINEZ, CA 94553",38.01894276400004,-122.13477380099998,POINT (-122.134773801 38.01894276400004),"500,  Court Street , Martinez, Contra Costa County, California, 94553, United States",1.0,0,0,0
36753,333,,,Tom Bell,Road,,Trinity County,333 Tom Bell Road,,Weaverville,California,96093,CA,"333 TOM BELL ROAD, WEAVERVILLE, CA 96093",40.74978944834248,-122.92394743676984,POINT (-122.9239474367698 40.74978944834248),"333,  Tom Bell Road , Weaverville, Trinity County, California, 96093, United States",10.0,1,0,0
33145,1090,,,Kiely,Boulevard,,Santa Clara County,1090 Kiely Boulevard,,Santa Clara,California,95051,CA,"1090 KIELY BOULEVARD, SANTA CLARA, CA 95051",37.23516392607672,-121.9140981169494,POINT (-121.9140981169494 37.23516392607672),"1090,  Kiely Boulevard , Santa Clara, Santa Clara County, California, 95051, United States",1.0,0,0,0
38253,1605,,,New Jersey,Street,,Los Angeles County,1605 New Jersey St,,Los Angeles,California,90033,CA,"1605 NEW JERSEY ST, LOS ANGELES, CA 90033",34.05129087773872,-118.21890783114496,POINT (-118.218907831145 34.05129087773872),"1605,  New Jersey Street , Los Angeles, Los Angeles County, California, 90033, United States",1.0,0,0,0
33060,2505,,,Callagan,Highway,,San Diego County,2505 Callagan Hwy,,San Diego,California,92136,CA,"2505 Callagan Hwy, San Diego, CA 92136",32.68340000001055,-117.12340000020752,POINT (-117.1234000002075 32.68340000001055),"2505,  Callagan Highway , San Diego, San Diego County, California, 92136, United States",1.0,0,0,0
9275,10685,,,Tancred,Street,,Adams County,10685 Tancred St,,Northglenn,Colorado,80234,CO,"10685 TANCRED ST, NORTHGLENN, CO 80234",39.890490000138215,-105.01314800037125,POINT (-105.0131480003712 39.89049000013821),"10685,  Tancred Street , Northglenn, Adams County, Colorado, 80234, United States",1.0,0,0,0
7217,4330,,,Iron Horse,Trail,,El Paso County,4330 Iron Horse Trl,,Colorado Spgs,Colorado,80917,CO,"4330 IRON HORSE TRL, COLORADO SPGS, CO 80917",38.89447700019227,-104.73465599974242,POINT (-104.7346559997424 38.89447700019227),"4330,  Iron Horse Trail , Colorado Spgs, El Paso County, Colorado, 80917, United States",1.0,0,0,0
7614,14281,East,,Exposition,Avenue,,Arapahoe County,14281 E Exposition Ave,,Aurora,Colorado,80012,CO,"14281 E EXPOSITION AVE, AURORA, CO 80012",39.70391799968348,-104.82230199983164,POINT (-104.8223019998316 39.70391799968348),"14281,East  Exposition Avenue , Aurora, Arapahoe County, Colorado, 80012, United States",1.0,0,0,0
9516,9254,,,Lake Sparrow,Drive,,Douglas County,9254 Lake Sparrow Drive,,Highlands Ranch,Colorado,80126,CO,"9254 LAKE SPARROW DRIVE, HIGHLANDS RANCH, CO 80126",39.52352100018426,-104.9482770002567,POINT (-104.9482770002567 39.52352100018426),"9254,  Lake Sparrow Drive , Highlands Ranch, Douglas County, Colorado, 80126, United States",1.0,0,0,0
10886,23,North,,Lincoln,Street,,Denver County,23 N Lincoln St,,Denver,Colorado,80203,CO,"23 N LINCOLN ST, DENVER, CO 80203",39.71700099972499,-104.98631299979124,POINT (-104.9863129997912 39.71700099972499),"23,North  Lincoln Street , Denver, Denver County, Colorado, 80203, United States",1.0,0,0,0
39693,303,East,,3rd,Street,,Fremont County,303 E 3Rd St,,Florence,Colorado,81226,CO,"303 E 3RD ST, FLORENCE, CO 81226",38.39156992079673,-105.11329420406436,POINT (-105.1132942040644 38.39156992079673),"303,East  3rd Street , Florence, Fremont County, Colorado, 81226, United States",5.0,1,0,0
11870,5651,South,,Truckee,Court,,Arapahoe County,5651 S Truckee Ct,,Aurora,Colorado,80015,CO,"5651 S TRUCKEE CT, AURORA, CO 80015",39.61366699994413,-104.7811770003605,POINT (-104.7811770003605 39.61366699994413),"5651,South  Truckee Court , Aurora, Arapahoe County, Colorado, 80015, United States",1.0,0,0,0
11981,6733,East,,123rd,Drive,,Adams County,6733 E 123Rd Dr,,Brighton,Colorado,80602,CO,"6733 E 123RD DR, BRIGHTON, CO 80602",39.92041800004558,-104.90904099972455,POINT (-104.9090409997246 39.92041800004558),"6733,East  123rd Drive , Brighton, Adams County, Colorado, 80602, United States",1.0,0,0,0
6032,7654,South,,Race,Street,,Arapahoe County,7654 S Race St,,Centennial,Colorado,80122,CO,"7654 S RACE ST, CENTENNIAL, CO 80122",39.57770599995115,-104.96551700006556,POINT (-104.9655170000656 39.57770599995115),"7654,South  Race Street , Centennial, Arapahoe County, Colorado, 80122, United States",1.0,0,0,0
6945,1035,,,Pearl,Street,,Boulder County,1035 Pearl St,306,Boulder,Colorado,80302,CO,"1035 PEARL ST 306, BOULDER, CO 80302",40.0175270002977,-105.28180699967923,POINT (-105.2818069996792 40.0175270002977),"1035,  Pearl Street , Boulder, Boulder County, Colorado, 80302, United States",1.0,0,0,0
26667,777,,,Bannock,Street,,Denver County,777 Bannock St,,Denver,Colorado,80204,CO,"777 BANNOCK ST, DENVER, CO 80204",39.7282011400001,-104.99097511,POINT (-104.99097511 39.7282011400001),"777,  Bannock Street , Denver, Denver County, Colorado, 80204, United States",1.0,0,0,0
2683,154,,,Derby,Avenue,,New Haven County,154 Derby Ave,,New Haven,Connecticut,6511,CT,"154 DERBY AVE, NEW HAVEN, CT 06511",41.31034299993432,-72.95156600007286,POINT (-72.95156600007286 41.31034299993432),"154,  Derby Avenue , New Haven, New Haven County, Connecticut, 6511, United States",1.0,0,0,0
2260,34,North,,Main,Street,,New London County,34 N Main St,,Jewett City,Connecticut,6351,CT,"34 N MAIN ST, JEWETT CITY, CT 06351",41.60813799991663,-71.9807449998161,POINT (-71.9807449998161 41.60813799991663),"34,North  Main Street , Jewett City, New London County, Connecticut, 6351, United States",2.0,0,0,0
2668,1155,,,Silas Deane,Highway,,Hartford County,1155 Silas Deane Highway,,Wethersfield,Connecticut,6109,CT,"1155 SILAS DEANE HIGHWAY, WETHERSFIELD, CT 06109",41.69068200010947,-72.65596099985676,POINT (-72.65596099985676 41.69068200010947),"1155,  Silas Deane Highway , Wethersfield, Hartford County, Connecticut, 6109, United States",1.0,0,0,0
2692,126,,,Grand,Avenue,,New Haven County,126 Grand Ave,,New Haven,Connecticut,6513,CT,"126 GRAND AVE, NEW HAVEN, CT 06513",41.30924300019904,-72.89245899955469,POINT (-72.89245899955469 41.30924300019904),"126,  Grand Avenue , New Haven, New Haven County, Connecticut, 6513, United States",1.0,0,0,0
31956,265,,,Sub,Way,,New Haven County,265 Sub Way,,Milford,Connecticut,6461,CT,"265 Sub Way, Milford, CT 06461",41.21534000012425,-73.09125299997908,POINT (-73.09125299997908 41.21534000012425),"265,  Sub Way , Milford, New Haven County, Connecticut, 6461, United States",1.0,0,0,0
2761,1421,,,John Fitch,Boulevard,,Hartford County,1421 John Fitch Blvd,,South Windsor,Connecticut,6074,CT,"1421 JOHN FITCH BLVD, SOUTH WINDSOR, CT 06074",41.84516800018852,-72.59993700032572,POINT (-72.59993700032572 41.84516800018852),"1421,  John Fitch Boulevard , South Windsor, Hartford County, Connecticut, 6074, United States",1.0,0,0,0
2633,873,,,West,Boulevard,,Hartford County,873 West Blvd,APT 202,Hartford,Connecticut,6105,CT,"873 WEST BLVD APT 202, HARTFORD, CT 06105",41.76158200000857,-72.70848100024787,POINT (-72.70848100024787 41.76158200000857),"873,  West Boulevard , Hartford, Hartford County, Connecticut, 6105, United States",1.0,0,0,0
2534,305,,,Stronanst,,,New Haven County,305 Stronanst,,New Haven,Connecticut,6511,CT,"305 STRONANST, NEW HAVEN, CT 06511",41.31261999991997,-72.9349969995604,POINT (-72.9349969995604 41.31261999991997),"305,  Stronanst  , New Haven, New Haven County, Connecticut, 6511, United States",1.0,0,0,0
2619,1170,,,Blue Hills,Avenue,,Hartford County,1170 Blue Hills Ave,,Bloomfield,Connecticut,6002,CT,"1170 BLUE HILLS AVE, BLOOMFIELD, CT 06002",41.8368159998552,-72.69926299994364,POINT (-72.69926299994364 41.8368159998552),"1170,  Blue Hills Avenue , Bloomfield, Hartford County, Connecticut, 6002, United States",1.0,0,0,0
2586,1111,,,Wordin,Avenue,,Fairfield County,1111 Wordin Ave,,Bridgeport,Connecticut,6605,CT,"1111 WORDIN AVE, BRIDGEPORT, CT 06605",41.16305999991664,-73.2158259997402,POINT (-73.2158259997402 41.16305999991664),"1111,  Wordin Avenue , Bridgeport, Fairfield County, Connecticut, 6605, United States",1.0,0,0,0
2267,136,West,,Main,Street,,New Haven County,136 W Main St,,Waterbury,Connecticut,6702,CT,"136 W MAIN ST, WATERBURY, CT 06702",41.55698800014707,-73.04279099964512,POINT (-73.04279099964512 41.55698800014707),"136,West  Main Street , Waterbury, New Haven County, Connecticut, 6702, United States",1.0,0,0,0
17861,1832,North,,Dupont,Highway,,Kent County,1832 North Dupont Highway,,Dover,Delaware,19901,DE,"1832 NORTH DUPONT HIGHWAY, DOVER, DE 19901",39.19814445200007,-75.56287279199994,POINT (-75.56287279199994 39.19814445200007),"1832,North  Dupont Highway , Dover, Kent County, Delaware, 19901, United States",1.0,0,0,0
39757,1801,North,,Broom,Street,,New Castle County,1801 N Broom St,,Wilmington,Delaware,19802,DE,"1801 N BROOM ST, WILMINGTON, DE 19802",39.76103945773821,-75.54917306186758,POINT (-75.54917306186758 39.76103945773821),"1801,North  Broom Street , Wilmington, New Castle County, Delaware, 19802, United States",1.0,0,0,0
43649,100,West,,Mispillion,Street,,Kent County,100 West Mispillion Street,,Harrington,Delaware,19952,DE,"100 WEST MISPILLION STREET, HARRINGTON, DE 19952",38.9226645236777,-75.58298267663658,POINT (-75.58298267663658 38.9226645236777),"100,West  Mispillion Street , Harrington, Kent County, Delaware, 19952, United States",2.0,0,0,0
39760,2001,North,,Washington,Street,,New Castle County,2001 N Washington St,,Wilmington,Delaware,19802,DE,"2001 N WASHINGTON ST, WILMINGTON, DE 19802",39.755182322223206,-75.54416658280424,POINT (-75.54416658280424 39.75518232222321),"2001,North  Washington Street , Wilmington, New Castle County, Delaware, 19802, United States",1.0,0,0,0
39782,350,,,Noxontown,Road,,New Castle County,350 Noxontown Rd,,Middletown,Delaware,19709,DE,"350 NOXONTOWN RD, MIDDLETOWN, DE 19709",39.43326322605282,-75.68833056420263,POINT (-75.68833056420263 39.43326322605282),"350,  Noxontown Road , Middletown, New Castle County, Delaware, 19709, United States",2.0,0,0,0
26769,640,South,,State,Street,,Kent County,640 South State St,,Dover,Delaware,19901,DE,"640 SOUTH STATE ST, DOVER, DE 19901",39.1507908,-75.52369592,POINT (-75.52369591999999 39.1507908),"640,South  State Street , Dover, Kent County, Delaware, 19901, United States",1.0,0,0,0
39796,22051,,,Wilson,Road,,Sussex County,22051 Wilson Rd,,Georgetown,Delaware,19947,DE,"22051 WILSON RD, GEORGETOWN, DE 19947",38.72984000227015,-75.36697096001225,POINT (-75.36697096001225 38.72984000227015),"22051,  Wilson Road , Georgetown, Sussex County, Delaware, 19947, United States",7.0,1,0,0
26774,1240,,,Mckee,Road,,Kent County,1240 Mckee Rd,,Dover,Delaware,19904,DE,"1240 MCKEE RD, DOVER, DE 19904",39.1773838,-75.5555085999999,POINT (-75.5555085999999 39.1773838),"1240,  Mckee Road , Dover, Kent County, Delaware, 19904, United States",1.0,0,0,0
39756,310,West,,6th,Street,,New Castle County,310 W 6Th St,,Wilmington,Delaware,19801,DE,"310 W 6TH ST, WILMINGTON, DE 19801",39.74264953977357,-75.5528713315692,POINT (-75.55287133156919 39.74264953977357),"310,West  6th Street , Wilmington, New Castle County, Delaware, 19801, United States",1.0,0,0,0
39779,1800,,,Fairfax,Boulevard,,New Castle County,1800 Fairfax Blvd,,Wilmington,Delaware,19803,DE,"1800 FAIRFAX BLVD, WILMINGTON, DE 19803",39.789562981135816,-75.53228087895694,POINT (-75.53228087895694 39.78956298113582),"1800,  Fairfax Boulevard , Wilmington, New Castle County, Delaware, 19803, United States",1.0,0,0,0
39767,2370,,,Red Lion,Road,,New Castle County,2370 Red Lion Rd,,Bear,Delaware,19701,DE,"2370 RED LION RD, BEAR, DE 19701",39.572263560669874,-75.6955214190502,POINT (-75.69552141905019 39.57226356066987),"2370,  Red Lion Road , Bear, New Castle County, Delaware, 19701, United States",1.0,0,0,0
38825,18415,Northwest,,7th,Avenue,,Miami-Dade County,18415 Nw 7Th Ave,,Miami,Florida,33169,FL,"18415 NW 7TH AVE, MIAMI, FL 33169",25.943387826314783,-80.2127584519956,POINT (-80.2127584519956 25.94338782631478),"18415,Northwest  7th Avenue , Miami, Miami-Dade County, Florida, 33169, United States",1.0,0,0,0
40032,2060,,,Nebraska,Avenue,,Pinellas County,2060 Nebraska Ave,,Palm Harbor,Florida,34683,FL,"2060 NEBRASKA AVE, PALM HARBOR, FL 34683",28.08050880694553,-82.74877416306511,POINT (-82.74877416306511 28.08050880694553),"2060,  Nebraska Avenue , Palm Harbor, Pinellas County, Florida, 34683, United States",1.0,0,0,0
26990,1516,East,,Las Olas,Boulevard,,Broward County,1516 E Las Olas Blvd,,Fort Lauderdale,Florida,33301,FL,"1516 E LAS OLAS BLVD, FORT LAUDERDALE, FL 33301",26.11908665,-80.12755006,POINT (-80.12755006 26.11908665),"1516,East  Las Olas Boulevard , Fort Lauderdale, Broward County, Florida, 33301, United States",1.0,0,0,0
32908,1310,West,,Osceola,Parkway,,Osceola County,1310 W Osceola Pkwy,,Kissimmee,Florida,34741,FL,"1310 W Osceola Pkwy, Kissimmee, FL 34741",28.34181399994176,-81.41846500026979,POINT (-81.41846500026979 28.34181399994176),"1310,West  Osceola Parkway , Kissimmee, Osceola County, Florida, 34741, United States",1.0,0,0,0
38640,3311,West,,Moreno,,,Escambia County,3311 W Moreno,,Pensacola,Florida,32505,FL,"3311 W MORENO, PENSACOLA, FL 32505",30.43484341624509,-87.23534403632738,POINT (-87.23534403632738 30.43484341624509),"3311,West  Moreno  , Pensacola, Escambia County, Florida, 32505, United States",1.0,0,0,0
40107,2025,,State Road,436,,,Seminole County,2025 State Road 436,,Winter Park,Florida,32792,FL,"2025 STATE ROAD 436, WINTER PARK, FL 32792",28.612261687273413,-81.31069761367368,POINT (-81.31069761367368 28.61226168727341),"2025, State Road 436  , Winter Park, Seminole County, Florida, 32792, United States",1.0,0,0,0
