index,Location_id,address_1,address_2,city,state,zip,county,location_source_value,latitude,longitude,address_type,state_abbr,flag,geometry,ZCTA5CE20,NAMELSAD_COUNTY_20,county_match
8755,22866,Po Box 678,,San Manuel,Arizona,85631,Pinal County,"PO BOX 678, SAN MANUEL, AZ 85631",32.603406000055536,-110.63101700016176,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-110.6310170001618 32.60340600005554),85631,Pinal County,1
8758,22879,Po Box 5965,,Goodyear,Arizona,85338,Maricopa County,"PO BOX 5965, GOODYEAR, AZ 85338",33.23959600009377,-112.40944200003575,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-112.4094420000358 33.23959600009377),85338,Maricopa County,1
8763,22891,Po Box 414,,Paulden,Arizona,86334,Yavapai County,"PO BOX 414, PAULDEN, AZ 86334",34.9041969998927,-112.46344700003311,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-112.4634470000331 34.9041969998927),86334,Yavapai County,1
8764,22897,Po Box 4287,,Camp Verde,Arizona,86322,Yavapai County,"PO BOX 4287, CAMP VERDE, AZ 86322",34.563960999820694,-111.8579250000702,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-111.8579250000702 34.56396099982069),86322,Yavapai County,1
8772,22931,Po Box 92,,Fort Defiance,Arizona,86504,Apache County,"PO BOX 92, FORT DEFIANCE, AZ 86504",35.78794999994459,-109.08318199955096,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-109.083181999551 35.78794999994459),86504,Apache County,1
8775,22938,Po Box 1034,,Benson,Arizona,85602,Cochise County,"PO BOX 1034, BENSON, AZ 85602",31.96806399973884,-110.3000779998351,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-110.3000779998351 31.96806399973884),85602,Cochise County,1
8783,22969,Po Box 429,,Grand Canyon,Arizona,86023,Coconino County,"PO BOX 429, GRAND CANYON, AZ 86023",35.970985000017265,-112.12772599975114,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-112.1277259997511 35.97098500001727),86023,Coconino County,1
8784,22970,Po Box 68737,,Tucson,Arizona,85737,Pima County,"PO BOX 68737, TUCSON, AZ 85737",32.39937100031971,-110.95124199980891,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-110.9512419998089 32.39937100031971),85737,Pima County,1
8786,22993,Hcr3 Box 7028,,Willcox,Arizona,85643,Cochise County,"HCR3 BOX 7028, WILLCOX, AZ 85643",32.254645999814485,-109.83640199995244,PO Box,AZ,FAILED DUE TO STREET ADDRESS STARTS WITH LETTER,POINT (-109.8364019999524 32.25464599981449),85643,Cochise County,1
8789,22995,Po Box 55,,Kayenta,Arizona,86033,Navajo County,"PO BOX 55, KAYENTA, AZ 86033",36.71073199977063,-110.24895000006218,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-110.2489500000622 36.71073199977063),86033,Navajo County,1
8796,23033,Po Box 556,,Fort Defiance,Arizona,86504,Apache County,"PO BOX 556, FORT DEFIANCE, AZ 86504",35.78794999994459,-109.08318199955096,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-109.083181999551 35.78794999994459),86504,Apache County,1
8800,23039,Po Box 1948,,Chinle,Arizona,86503,Apache County,"PO BOX 1948, CHINLE, AZ 86503",36.11600999998302,-109.61293100019556,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-109.6129310001956 36.11600999998302),86503,Apache County,1
8802,23059,Po Box 1613,,Avondale,Arizona,85323,Maricopa County,"PO BOX 1613, AVONDALE, AZ 85323",33.41770399994938,-112.32383700011982,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-112.3238370001198 33.41770399994938),85323,Maricopa County,1
8803,23060,Po Box 11190,,Chandler,Arizona,85248,Maricopa County,"PO BOX 11190, CHANDLER, AZ 85248",33.23266900036922,-111.8782930001737,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-111.8782930001737 33.23266900036922),85248,Maricopa County,1
8807,23072,Po Box 2112,,San Luis,Arizona,85349,Yuma County,"PO BOX 2112, SAN LUIS, AZ 85349",32.49240999991456,-114.78080100032278,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-114.7808010003228 32.49240999991456),85349,Yuma County,1
8809,23074,Po Box 4410,,Chino Valley,Arizona,86323,Yavapai County,"PO BOX 4410, CHINO VALLEY, AZ 86323",34.7543280000675,-112.43461999968368,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-112.4346199996837 34.7543280000675),86323,Yavapai County,1
8811,23079,Po Box 7817,,Tempe,Arizona,85281,Maricopa County,"PO BOX 7817, TEMPE, AZ 85281",33.435635999961164,-111.9334199995542,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-111.9334199995542 33.43563599996116),85281,Maricopa County,1
8813,23082,Po Box 2239,,Dennehotso,Arizona,86535,Apache County,"PO BOX 2239, DENNEHOTSO, AZ 86535",36.94614100030741,-109.5305020002548,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-109.5305020002548 36.94614100030741),86535,Apache County,1
8814,23084,Po Box 22227,,Ruba Cll Y,Arizona,86045,Coconino County,"PO BOX 22227, RUBA CLL Y, AZ 86045",36.12428299993368,-111.22055899979122,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-111.2205589997912 36.12428299993368),86045,Coconino County,1
8815,23097,Po Box 172,,Young,Arizona,85554,Gila County,"PO BOX 172, YOUNG, AZ 85554",34.116444000287764,-110.9411990002225,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-110.9411990002225 34.11644400028776),85554,Gila County,1
8819,23108,Po Box 3733,,Flagstaff,Arizona,86003,Coconino County,"PO BOX 3733, FLAGSTAFF, AZ 86003",35.20948199997758,-111.6099679998782,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-111.6099679998782 35.20948199997758),86003,Coconino County,1
8820,23109,Po Box 650,,Quartzsite,Arizona,85346,La Paz County,"PO BOX 650, QUARTZSITE, AZ 85346",33.66632699973997,-114.21861400005868,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-114.2186140000587 33.66632699973997),85346,La Paz County,1
8821,23111,Po Box 26392,,Tucson,Arizona,85726,Pima County,"PO BOX 26392, TUCSON, AZ 85726",32.2052509997103,-110.94674100006102,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-110.946741000061 32.2052509997103),85726,Pima County,1
8823,23117,Po Box 1746,,Dayton,Nevada,89403,Lyon County,"PO BOX 1746, DAYTON, NV 89403",39.269901000033485,-119.57988099963843,PO Box,NV,FAILED DUE TO PO BOX ADDRESS,POINT (-119.5798809996384 39.26990100003349),89403,Lyon County,1
8827,23121,Po Box 26171,,Yuma,Arizona,85367,Yuma County,"PO BOX 26171, YUMA, AZ 85367",32.64300000020507,-114.4013109999737,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-114.4013109999737 32.64300000020507),85367,Yuma County,1
8829,23123,Po Box 1341,,Dewey,Arizona,86327,Yavapai County,"PO BOX 1341, DEWEY, AZ 86327",34.55184599965513,-112.24002499978177,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-112.2400249997818 34.55184599965513),86327,Yavapai County,1
8830,23124,Po Box 369,,Minden,Nevada,89423,Douglas County,"PO BOX 369, MINDEN, NV 89423",38.95940099986168,-119.77574199976183,PO Box,NV,FAILED DUE TO PO BOX ADDRESS,POINT (-119.7757419997618 38.95940099986168),89423,Douglas County,1
8835,23159,Po Box 2862,,Cottonwood,Arizona,86326,Yavapai County,"PO BOX 2862, COTTONWOOD, AZ 86326",34.74018099965149,-112.01377100041005,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-112.01377100041 34.74018099965149),86326,Yavapai County,1
8838,23167,Po Box 119,,Arivaca,Arizona,85601,Pima County,"PO BOX 119, ARIVACA, AZ 85601",31.574745999952547,-111.33210799998436,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-111.3321079999844 31.57474599995255),85601,Pima County,1
8839,23168,Po Box 490,,Rock Point,Arizona,86545,Apache County,"PO BOX 490, ROCK POINT, AZ 86545",33.866580999948646,-109.164766000118,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-109.164766000118 33.86658099994865),86545,Apache County,1
8842,23171,Po Box 11344,,Bapchule,Arizona,85121,Pinal County,"PO BOX 11344, BAPCHULE, AZ 85121",33.16660299982708,-111.8798820004354,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-111.8798820004354 33.16660299982708),85121,Pinal County,1
8846,23194,Po Box 398,,Heber,Arizona,85928,Navajo County,"PO BOX 398, HEBER, AZ 85928",34.43018699983143,-110.64339800002242,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-110.6433980000224 34.43018699983143),85928,Navajo County,1
8848,23207,Po Box 2013,,Cottonwood,Arizona,86326,Yavapai County,"PO BOX 2013, COTTONWOOD, AZ 86326",34.74018099965149,-112.01377100041005,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-112.01377100041 34.74018099965149),86326,Yavapai County,1
8849,23217,Po Box 577,,Bagdad,Arizona,86321,Yavapai County,"PO BOX 577, BAGDAD, AZ 86321",34.568229000107074,-113.17566400026388,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-113.1756640002639 34.56822900010707),86321,Yavapai County,1
8852,23231,Po Box 5501,,Goodyear,Arizona,85338,Maricopa County,"PO BOX 5501, GOODYEAR, AZ 85338",33.23959600009377,-112.40944200003575,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-112.4094420000358 33.23959600009377),85338,Maricopa County,1
8856,23240,Po Box 215,,Duncan,Arizona,85534,Greenlee County,"PO BOX 215, DUNCAN, AZ 85534",32.71285100013386,-109.10223699957731,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-109.1022369995773 32.71285100013386),85534,Greenlee County,1
8858,23243,Po Box 94,,Peridot,Arizona,85542,Gila County,"PO BOX 94, PERIDOT, AZ 85542",33.350472000354955,-110.45855199997906,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-110.4585519999791 33.35047200035496),85542,Gila County,1
8861,23251,Po Box 65B,,Tsaile,Arizona,86556,Apache County,"PO BOX 65B, TSAILE, AZ 86556",36.31863700015263,-109.27254000011122,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-109.2725400001112 36.31863700015263),86556,Apache County,1
8862,23252,Po Box 5892,,Carefree,Arizona,85377,Maricopa County,"PO BOX 5892, CAREFREE, AZ 85377",33.83432000017129,-111.9085370003574,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-111.9085370003574 33.83432000017129),85377,Maricopa County,1
8867,23278,Po Box 993,,Dewey,Arizona,86327,Yavapai County,"PO BOX 993, DEWEY, AZ 86327",34.55184599965513,-112.24002499978177,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-112.2400249997818 34.55184599965513),86327,Yavapai County,1
8870,23284,Po Box 25068,,Scottsdale,Arizona,85255,Maricopa County,"PO BOX 25068, SCOTTSDALE, AZ 85255",33.6687209997265,-111.82731600001352,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-111.8273160000135 33.6687209997265),85255,Maricopa County,1
8875,23293,4790 Caughlin Pkwy,PMB 189,Reno,Nevada,89519,Washoe County,"4790 CAUGHLIN PKWY PMB 189, RENO, NV 89519",39.48390399969775,-119.85538999973755,Street Address,NV,FAILED DUE TO PO BOX ADDRESS,POINT (-119.8553899997376 39.48390399969775),89519,Washoe County,1
8877,23298,Po Box 3147,,Indian Wells,Arizona,86031,Navajo County,"PO BOX 3147, INDIAN WELLS, AZ 86031",34.41384200018909,-110.08231799997112,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-110.0823179999711 34.41384200018909),86031,Navajo County,1
8880,23305,Po Box 729,,Salome,Arizona,85348,La Paz County,"PO BOX 729, SALOME, AZ 85348",33.679996000341035,-113.95079099990352,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-113.9507909999035 33.67999600034103),85348,La Paz County,1
8881,23306,Po Box 692,,Mammoth,Arizona,85618,Pinal County,"PO BOX 692, MAMMOTH, AZ 85618",32.71174999994383,-110.64344200040335,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-110.6434420004034 32.71174999994383),85618,Pinal County,1
8884,23313,Po Box 468,,Houck,Arizona,86506,Apache County,"PO BOX 468, HOUCK, AZ 86506",34.42687300026628,-109.6403359997896,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-109.6403359997896 34.42687300026628),86506,Apache County,1
8885,23316,Po Box 188,,Holbrook,Arizona,86025,Navajo County,"PO BOX 188, HOLBROOK, AZ 86025",34.90609499971988,-110.16188700030412,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-110.1618870003041 34.90609499971988),86025,Navajo County,1
8886,23317,Po Box 4318,,Chino Valley,Arizona,86323,Yavapai County,"PO BOX 4318, CHINO VALLEY, AZ 86323",34.7543280000675,-112.43461999968368,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-112.4346199996837 34.7543280000675),86323,Yavapai County,1
8887,23318,Po Box 769,,Pearce,Arizona,85625,Cochise County,"PO BOX 769, PEARCE, AZ 85625",31.879751999873,-109.63851499972434,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-109.6385149997243 31.879751999873),85625,Cochise County,1
8890,23324,Po Box 891,,Queen Creek,Arizona,85142,Maricopa County,"PO BOX 891, QUEEN CREEK, AZ 85142",33.24662499971964,-111.634356000404,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-111.634356000404 33.24662499971964),85142,Maricopa County,1
8894,23332,Po Box 37,,Bowie,Arizona,85605,Cochise County,"PO BOX 37, BOWIE, AZ 85605",32.32614499966444,-109.48608000043464,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-109.4860800004346 32.32614499966444),85605,Cochise County,1
8897,23362,Po Box 1293,,Chino Valley,Arizona,86323,Yavapai County,"PO BOX 1293, CHINO VALLEY, AZ 86323",34.7543280000675,-112.43461999968368,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-112.4346199996837 34.7543280000675),86323,Yavapai County,1
8899,23364,Po Box 1816,,Black Cyn Cty,Arizona,85324,Yavapai County,"PO BOX 1816, BLACK CYN CTY, AZ 85324",34.0660409999787,-112.149441000267,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-112.149441000267 34.0660409999787),85324,Yavapai County,1
8900,23367,Po Box 812,,Cornville,Arizona,86325,Yavapai County,"PO BOX 812, CORNVILLE, AZ 86325",34.7174009998746,-111.90237200000472,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-111.9023720000047 34.7174009998746),86325,Yavapai County,1
8901,23373,Po Box 98,,Sonoita,Arizona,85637,Pima County,"PO BOX 98, SONOITA, AZ 85637",31.768551000088728,-110.6998939995566,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-110.6998939995566 31.76855100008873),85637,Pima County,1
8906,23381,Po Box 655,,Littlefield,Arizona,86432,Mohave County,"PO BOX 655, LITTLEFIELD, AZ 86432",36.91095499974024,-113.9295909999468,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-113.9295909999468 36.91095499974024),86432,Mohave County,1
8908,23385,Po Box 80006,,Cibecue,Arizona,85911,Navajo County,"PO BOX 80006, CIBECUE, AZ 85911",34.153310999723104,-110.48899500035436,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-110.4889950003544 34.1533109997231),85911,Navajo County,1
8909,23386,Po Box 267,,Arizona City,Arizona,85123,Pinal County,"PO BOX 267, ARIZONA CITY, AZ 85123",32.755041000312005,-111.69431199959551,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-111.6943119995955 32.755041000312),85123,Pinal County,1
8910,23396,Po Box 11368,,Chandler,Arizona,85248,Maricopa County,"PO BOX 11368, CHANDLER, AZ 85248",33.23266900036922,-111.8782930001737,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-111.8782930001737 33.23266900036922),85248,Maricopa County,1
8914,23400,Po Box 604,,Ehrenberg,Arizona,85334,La Paz County,"PO BOX 604, EHRENBERG, AZ 85334",33.60776600027032,-114.50987400016244,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-114.5098740001624 33.60776600027032),85334,La Paz County,1
8915,23401,Po Box 10927,,Bapchule,Arizona,85121,Pinal County,"PO BOX 10927, BAPCHULE, AZ 85121",33.16660299982708,-111.8798820004354,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-111.8798820004354 33.16660299982708),85121,Pinal County,1
8916,23403,Po Box 2757,,Flagstaff,Arizona,86003,Coconino County,"PO BOX 2757, FLAGSTAFF, AZ 86003",35.20948199997758,-111.6099679998782,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-111.6099679998782 35.20948199997758),86003,Coconino County,1
8918,23432,Po Box 1012,,Douglas,Arizona,85608,Cochise County,"PO BOX 1012, DOUGLAS, AZ 85608",31.34413099988485,-109.55254199956237,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-109.5525419995624 31.34413099988485),85608,Cochise County,1
8921,23435,Po Box 861,,Hines,Oregon,97738,Harney County,"PO BOX 861, HINES, OR 97738",43.56882199987764,-119.08173299963562,PO Box,OR,FAILED DUE TO PO BOX ADDRESS,POINT (-119.0817329996356 43.56882199987764),97738,Harney County,1
8922,23440,Po Box 698,,Laveen,Arizona,85339,Maricopa County,"PO BOX 698, LAVEEN, AZ 85339",33.30626499966279,-112.25467500031966,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-112.2546750003197 33.30626499966279),85339,Maricopa County,1
8924,23441,Po Box 2257,,Show Low,Arizona,85902,Navajo County,"PO BOX 2257, SHOW LOW, AZ 85902",34.24846099964228,-110.04446200036162,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-110.0444620003616 34.24846099964228),85902,Navajo County,1
8927,23454,HC 63 PMB 6079,, WINSLOW,Arizona,86047,Navajo County,"HC 63 PMB 6079, WINSLOW, AZ 86047",35.02961699996007,-110.69811600004734,,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-110.6981160000473 35.02961699996007),86047,Navajo County,1
8931,23494,Po Box 26901,,Tucson,Arizona,85726,Pima County,"PO BOX 26901, TUCSON, AZ 85726",32.2052509997103,-110.94674100006102,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-110.946741000061 32.2052509997103),85726,Pima County,1
8938,23530,10645 N Tatum Blvd,STE 200 PMB 107,Phoenix,Arizona,85028,Maricopa County,"10645 N TATUM BLVD STE 200 PMB 107, PHOENIX, AZ 85028",33.58318999995146,-111.97778199999824,Street Address,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-111.9777819999982 33.58318999995146),85028,Maricopa County,1
8939,23531,Po Box 7398,,Surprise,Arizona,85374,Maricopa County,"PO BOX 7398, SURPRISE, AZ 85374",33.651385999936146,-112.41847399966883,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-112.4184739996688 33.65138599993615),85374,Maricopa County,1
8940,23532,Po Box 561,,Salome,Arizona,85348,La Paz County,"PO BOX 561, SALOME, AZ 85348",33.679996000341035,-113.95079099990352,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-113.9507909999035 33.67999600034103),85348,La Paz County,1
8941,23536,Po Box 7,,Coolidge,Arizona,85128,Pinal County,"PO BOX 7, COOLIDGE, AZ 85128",32.98184299968475,-111.52413600018154,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-111.5241360001815 32.98184299968475),85128,Pinal County,1
8943,23547,Po Box 254,,El Prado,New Mexico,87529,Taos County,"PO BOX 254, EL PRADO, NM 87529",36.44522399999032,-105.58504000011298,PO Box,NM,FAILED DUE TO PO BOX ADDRESS,POINT (-105.585040000113 36.44522399999032),87529,Taos County,1
8944,23548,Po Box 11094,,Portland,Oregon,97211,Multnomah County,"PO BOX 11094, PORTLAND, OR 97211",45.56046300016693,-122.65250599965027,PO Box,OR,FAILED DUE TO PO BOX ADDRESS,POINT (-122.6525059996503 45.56046300016693),97211,Multnomah County,1
8948,23554,Po Box 8594,,San Luis,Arizona,85349,Yuma County,"PO BOX 8594, SAN LUIS, AZ 85349",32.49240999991456,-114.78080100032278,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-114.7808010003228 32.49240999991456),85349,Yuma County,1
8949,23560,Po Box 1915,,Colstrip,Montana,59323,Rosebud County,"PO BOX 1915, COLSTRIP, MT 59323",45.88557800001703,-106.6273730001397,PO Box,MT,FAILED DUE TO PO BOX ADDRESS,POINT (-106.6273730001397 45.88557800001703),59323,Rosebud County,1
8950,23583,Po Box 55,,Laveen,Arizona,85339,Maricopa County,"PO BOX 55, LAVEEN, AZ 85339",33.30626499966279,-112.25467500031966,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-112.2546750003197 33.30626499966279),85339,Maricopa County,1
8953,23586,Po Box 526,,Show Low,Arizona,85902,Navajo County,"PO BOX 526, SHOW LOW, AZ 85902",34.24846099964228,-110.04446200036162,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-110.0444620003616 34.24846099964228),85902,Navajo County,1
8959,23596,Po Box 246,,Winslow,Arizona,86047,Navajo County,"PO BOX 246, WINSLOW, AZ 86047",35.02961699996007,-110.69811600004734,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-110.6981160000473 35.02961699996007),86047,Navajo County,1
8960,23603,RURAL-12 MI EAST OF POSTOFFICE ADD,, MAYER,Arizona,86333,Yavapai County,"RURAL-12 MI EAST OF POSTOFFICE ADD, MAYER, AZ 86333",34.31096400004767,-112.10234700026176,,AZ,FAILED DUE TO STREET ADDRESS STARTS WITH LETTER,POINT (-112.1023470002618 34.31096400004767),86333,Yavapai County,1
8961,23613,Po Box 171,,Circle City,Arizona,85342,Maricopa County,"PO BOX 171, CIRCLE CITY, AZ 85342",33.86018199989424,-112.56512099997104,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-112.565120999971 33.86018199989424),85342,Maricopa County,1
8963,23622,Box F,,Window Rock,Arizona,86515,Apache County,"BOX F, WINDOW ROCK, AZ 86515",35.58034300021623,-109.0748119998918,PO Box,AZ,FAILED DUE TO STREET ADDRESS STARTS WITH LETTER,POINT (-109.0748119998918 35.58034300021623),86515,Apache County,1
8966,23637,Po Box 547,,Church Rock,New Mexico,87311,McKinley County,"PO BOX 547, CHURCH ROCK, NM 87311",35.53768999973369,-108.5990389998306,PO Box,NM,FAILED DUE TO PO BOX ADDRESS,POINT (-108.5990389998306 35.53768999973369),87311,McKinley County,1
8967,23639,Po Box 10036,,Tonalea,Arizona,86044,Coconino County,"PO BOX 10036, TONALEA, AZ 86044",36.368670000154296,-110.89684099997642,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-110.8968409999764 36.3686700001543),86044,Coconino County,1
8971,23640,Po Box 519,,Whiteriver,Arizona,85941,Navajo County,"PO BOX 519, WHITERIVER, AZ 85941",33.821391999861866,-109.98091000017205,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-109.980910000172 33.82139199986187),85941,Navajo County,1
8974,23653,Po Box 142,,Mt Pleasant,Utah,84647,Sanpete County,"PO BOX 142, MT PLEASANT, UT 84647",39.54511599986271,-111.44689199970398,PO Box,UT,FAILED DUE TO PO BOX ADDRESS,POINT (-111.446891999704 39.54511599986271),84647,Sanpete County,1
8977,23672,Po Box 738,,Tooele,Utah,84074,Tooele County,"PO BOX 738, TOOELE, UT 84074",40.53047599994891,-112.29192199965868,PO Box,UT,FAILED DUE TO PO BOX ADDRESS,POINT (-112.2919219996587 40.53047599994891),84074,Tooele County,1
8978,23686,Po Box 6025,,North Logan,Utah,84341,Cache County,"PO BOX 6025, NORTH LOGAN, UT 84341",41.757150000212434,-111.84100099973053,PO Box,UT,FAILED DUE TO PO BOX ADDRESS,POINT (-111.8410009997305 41.75715000021243),84341,Cache County,1
8979,23697,Po Box 1568,,Vernal,Utah,84078,Uintah County,"PO BOX 1568, VERNAL, UT 84078",40.4554859998636,-109.53620099955388,PO Box,UT,FAILED DUE TO PO BOX ADDRESS,POINT (-109.5362009995539 40.4554859998636),84078,Uintah County,1
8980,23704,Po Box 415,,Vernal,Utah,84078,Uintah County,"PO BOX 415, VERNAL, UT 84078",40.4554859998636,-109.53620099955388,PO Box,UT,FAILED DUE TO PO BOX ADDRESS,POINT (-109.5362009995539 40.4554859998636),84078,Uintah County,1
8981,23716,Po Box 16478,,Salt Lake Cty,Utah,84116,Salt Lake County,"PO BOX 16478, SALT LAKE CTY, UT 84116",40.7804699996842,-111.9419869997552,PO Box,UT,FAILED DUE TO PO BOX ADDRESS,POINT (-111.9419869997552 40.7804699996842),84116,Salt Lake County,1
8982,23718,Po Box 133,,Roosevelt,Utah,84066,Duchesne County,"PO BOX 133, ROOSEVELT, UT 84066",40.30227599987133,-109.98712099965714,PO Box,UT,FAILED DUE TO PO BOX ADDRESS,POINT (-109.9871209996571 40.30227599987133),84066,Duchesne County,1
8984,23719,Po Box 176,,Moab,Utah,84532,Grand County,"PO BOX 176, MOAB, UT 84532",38.57046999990601,-109.55040099982996,PO Box,UT,FAILED DUE TO PO BOX ADDRESS,POINT (-109.55040099983 38.57046999990601),84532,Grand County,1
8988,23738,Po Box 1028,,Monticello,Utah,84535,San Juan County,"PO BOX 1028, MONTICELLO, UT 84535",37.86987400030978,-109.34273999962896,PO Box,UT,FAILED DUE TO PO BOX ADDRESS,POINT (-109.342739999629 37.86987400030978),84535,San Juan County,1
8990,23750,Po Box 732,,Brigham City,Utah,84302,Box Elder County,"PO BOX 732, BRIGHAM CITY, UT 84302",41.51258100012687,-112.016332000267,PO Box,UT,FAILED DUE TO PO BOX ADDRESS,POINT (-112.016332000267 41.51258100012687),84302,Box Elder County,1
8991,23751,Po Box 265,,Brigham City,Utah,84302,Box Elder County,"PO BOX 265, BRIGHAM CITY, UT 84302",41.51258100012687,-112.016332000267,PO Box,UT,FAILED DUE TO PO BOX ADDRESS,POINT (-112.016332000267 41.51258100012687),84302,Box Elder County,1
8992,23752,Po Box 426,,Tooele,Utah,84074,Tooele County,"PO BOX 426, TOOELE, UT 84074",40.53047599994891,-112.29192199965868,PO Box,UT,FAILED DUE TO PO BOX ADDRESS,POINT (-112.2919219996587 40.53047599994891),84074,Tooele County,1
8994,23754,Po Box 818,,Moab,Utah,84532,Grand County,"PO BOX 818, MOAB, UT 84532",38.57046999990601,-109.55040099982996,PO Box,UT,FAILED DUE TO PO BOX ADDRESS,POINT (-109.55040099983 38.57046999990601),84532,Grand County,1
8996,23755,Po Box 514,,Midvale,Utah,84047,Salt Lake County,"PO BOX 514, MIDVALE, UT 84047",40.620440999933216,-111.86272799994192,PO Box,UT,FAILED DUE TO PO BOX ADDRESS,POINT (-111.8627279999419 40.62044099993322),84047,Salt Lake County,1
8997,23757,Po Box 993,,Price,Utah,84501,Carbon County,"PO BOX 993, PRICE, UT 84501",39.59941600029802,-110.8056409996202,PO Box,UT,FAILED DUE TO PO BOX ADDRESS,POINT (-110.8056409996202 39.59941600029802),84501,Carbon County,1
